t_s,des_x,des_y,des_z,act_x,act_y,act_z,err_x,err_y,err_z
1.216911101341247559e+01,2.306871962161390621e-01,-2.361054455520644052e-02,2.947162707357935396e-01,2.397399266348391456e-01,-2.752856721489603531e-02,2.943352265629457509e-01,-9.052730418700083437e-03,3.918022659689594789e-03,3.810441728477886869e-04
1.218922495841979980e+01,2.305236000958154619e-01,-2.337602579487899762e-02,2.947162707357935396e-01,2.392312973017333977e-01,-2.748339205225788784e-02,2.943466421194247395e-01,-8.707697205917935834e-03,4.107366257378890217e-03,3.696286163688000670e-04
1.220944046974182129e+01,2.303620660839998668e-01,-2.313771978112802094e-02,2.947162707357935396e-01,2.382180099263442041e-01,-2.739339444692341294e-02,2.943693841016705171e-01,-7.855943842344337291e-03,4.255674665795391998e-03,3.468866341230225636e-04
1.223035693168640137e+01,2.301933095136631802e-01,-2.288133750359668331e-02,2.947162707357935396e-01,2.382180099263442041e-01,-2.739339444692341294e-02,2.943693841016705171e-01,-8.024700412681023964e-03,4.512056943326729630e-03,3.468866341230225636e-04
1.224916243553161621e+01,2.300449701421173887e-01,-2.264948014152018754e-02,2.947162707357935396e-01,2.382180099263442041e-01,-2.739339444692341294e-02,2.943693841016705171e-01,-8.173039784226815430e-03,4.743914305403225395e-03,3.468866341230225636e-04
1.226911020278930664e+01,2.298897210934124913e-01,-2.240007142260818512e-02,2.947162707357935396e-01,2.382180099263442041e-01,-2.739339444692341294e-02,2.943693841016705171e-01,-8.328288832931712848e-03,4.993323024315227815e-03,3.468866341230225636e-04
1.228944611549377441e+01,2.297362926497955038e-01,-2.214654858528082929e-02,2.947162707357935396e-01,2.378203602276367234e-01,-2.732231971298305917e-02,2.943554743748689195e-01,-8.084067577841219654e-03,5.175771127702229885e-03,3.607963609246200853e-04
1.230907177925109863e+01,2.295864607588712358e-01,-2.189195245972250931e-02,2.947162707357935396e-01,2.370864891853504686e-01,-2.719114976806277090e-02,2.943298036759121050e-01,-7.500028426479232735e-03,5.299197308340261592e-03,3.864670598814345936e-04
1.232913541793823242e+01,2.294372750651958448e-01,-2.163129266821646815e-02,2.947162707357935396e-01,2.370864891853504686e-01,-2.719114976806277090e-02,2.943298036759121050e-01,-7.649214120154623764e-03,5.559857099846302747e-03,3.864670598814345936e-04
1.234908032417297363e+01,2.292908285817425174e-01,-2.136818724219884114e-02,2.947162707357935396e-01,2.370864891853504686e-01,-2.719114976806277090e-02,2.943298036759121050e-01,-7.795660603607951211e-03,5.822962525863929761e-03,3.864670598814345936e-04
1.236912512779235840e+01,2.291464616432814516e-01,-2.110151538352340178e-02,2.947162707357935396e-01,2.370864891853504686e-01,-2.719114976806277090e-02,2.943298036759121050e-01,-7.940027542069016953e-03,6.089634384539369116e-03,3.864670598814345936e-04
1.238934850692749023e+01,2.290024603871788911e-01,-2.082799073948150489e-02,2.947162707357935396e-01,2.367560324311871744e-01,-2.708114293267307668e-02,2.943351999262153185e-01,-7.753572044008283370e-03,6.253152193191571784e-03,3.810708095782211480e-04
1.240895795822143555e+01,2.288650417144644789e-01,-2.055965770871359677e-02,2.947162707357935396e-01,2.361516946090109481e-01,-2.687996292806935084e-02,2.943450685644412590e-01,-7.286652894546469250e-03,6.320305219355754067e-03,3.712021713522806188e-04
1.242927765846252441e+01,2.287265219744150646e-01,-2.028163099308699646e-02,2.947162707357935396e-01,2.361516946090109481e-01,-2.687996292806935084e-02,2.943450685644412590e-01,-7.425172634595883503e-03,6.598331934982354374e-03,3.712021713522806188e-04
1.244946932792663574e+01,2.285906802065281740e-01,-2.000129571547983390e-02,2.947162707357935396e-01,2.361516946090109481e-01,-2.687996292806935084e-02,2.943450685644412590e-01,-7.561014402482774122e-03,6.878667212589516938e-03,3.712021713522806188e-04
1.246939611434936523e+01,2.284574840861589573e-01,-1.971869407911645139e-02,2.947162707357935396e-01,2.361516946090109481e-01,-2.687996292806935084e-02,2.943450685644412590e-01,-7.694210522851990808e-03,7.161268848952899446e-03,3.712021713522806188e-04
1.249022054672241211e+01,2.283220654224736579e-01,-1.942316368974157312e-02,2.947162707357935396e-01,2.357655222230196357e-01,-2.671822084870957570e-02,2.943353864145482057e-01,-7.443456800545977803e-03,7.295057158968002581e-03,3.808843212453338900e-04
1.250910663604736328e+01,2.281985558220755994e-01,-1.914605883634812322e-02,2.947162707357935396e-01,2.351744387002361603e-01,-2.647065504256088803e-02,2.943205667136205017e-01,-6.975882878160560852e-03,7.324596206212764804e-03,3.957040221730379059e-04
1.252911281585693359e+01,2.280714926251550811e-01,-1.885308393510888580e-02,2.947162707357935396e-01,2.351744387002361603e-01,-2.647065504256088803e-02,2.943205667136205017e-01,-7.102946075081079114e-03,7.617571107452002221e-03,3.957040221730379059e-04
1.254970812797546387e+01,2.279432765952232876e-01,-1.854892857250309279e-02,2.947162707357935396e-01,2.351744387002361603e-01,-2.647065504256088803e-02,2.943205667136205017e-01,-7.231162105012872710e-03,7.921726470057795233e-03,3.957040221730379059e-04
1.256990265846252441e+01,2.278209732798618936e-01,-1.825040986387670844e-02,2.947162707357935396e-01,2.351744387002361603e-01,-2.647065504256088803e-02,2.943205667136205017e-01,-7.353465420374266648e-03,8.220245178684179588e-03,3.957040221730379059e-04
1.258921504020690918e+01,2.277051602612865933e-01,-1.795978786612333414e-02,2.947162707357935396e-01,2.348095458795551038e-01,-2.629624099451699504e-02,2.943149906673417915e-01,-7.104385618268510560e-03,8.336453128393660900e-03,4.012800684517481287e-04
1.260903692245483398e+01,2.275875573555929676e-01,-1.765634829661029415e-02,2.947162707357935396e-01,2.341016251823754279e-01,-2.595786405890420506e-02,2.943041727001322605e-01,-6.514067826782460324e-03,8.301515762293910916e-03,4.120980356612791162e-04
1.262921214103698730e+01,2.274717698995608051e-01,-1.734895297297984335e-02,2.947162707357935396e-01,2.341016251823754279e-01,-2.595786405890420506e-02,2.943041727001322605e-01,-6.629855282814622885e-03,8.608911085924361717e-03,4.120980356612791162e-04
1.264916443824768066e+01,2.273585752299811524e-01,-1.703968945173584340e-02,2.947162707357935396e-01,2.341016251823754279e-01,-2.595786405890420506e-02,2.943041727001322605e-01,-6.743049952394275515e-03,8.918174607168361662e-03,4.120980356612791162e-04
1.266925787925720215e+01,2.272470642359547821e-01,-1.672607836526780745e-02,2.947162707357935396e-01,2.341016251823754279e-01,-2.595786405890420506e-02,2.943041727001322605e-01,-6.854560946420645839e-03,9.231785693636397616e-03,4.120980356612791162e-04
1.268913936614990234e+01,2.271392994230665152e-01,-1.641406856795709496e-02,2.947162707357935396e-01,2.338897448035263393e-01,-2.573864389106608752e-02,2.943188656542540804e-01,-6.750445380459824118e-03,9.324575323108992564e-03,3.974050815394591929e-04
1.270980620384216309e+01,2.270292968971779901e-01,-1.608596975308931518e-02,2.947162707357935396e-01,2.334842340429226504e-01,-2.531908575414667378e-02,2.943469860070390687e-01,-6.454937145744660265e-03,9.233116001057358607e-03,3.692847287544709367e-04
1.272908878326416016e+01,2.269287277640852085e-01,-1.577698634507610637e-02,2.947162707357935396e-01,2.334842340429226504e-01,-2.531908575414667378e-02,2.943469860070390687e-01,-6.555506278837441858e-03,9.542099409070567417e-03,3.692847287544709367e-04
1.274910235404968262e+01,2.268272109383918100e-01,-1.545579637764211110e-02,2.947162707357935396e-01,2.334842340429226504e-01,-2.531908575414667378e-02,2.943469860070390687e-01,-6.657023104530840341e-03,9.863289376504562680e-03,3.692847287544709367e-04
1.276900482177734375e+01,2.267279312735693275e-01,-1.513206996399694103e-02,2.947162707357935396e-01,2.334842340429226504e-01,-2.531908575414667378e-02,2.943469860070390687e-01,-6.756302769353322857e-03,1.018701579014973276e-02,3.692847287544709367e-04
1.278930306434631348e+01,2.266303600276556307e-01,-1.480402894152212621e-02,2.947162707357935396e-01,2.332883841946633285e-01,-2.506459089522249453e-02,2.943270766903401392e-01,-6.658024167007697836e-03,1.026056195370036832e-02,3.891940454534004168e-04
1.280928063392639160e+01,2.265355781772065147e-01,-1.447533469651814814e-02,2.947162707357935396e-01,2.329104867222707709e-01,-2.457353632061281060e-02,2.942886611361568150e-01,-6.374908545064256193e-03,1.009820162409466246e-02,4.276095996367246244e-04
1.282920360565185547e+01,2.264430405200547058e-01,-1.414420745224140991e-02,2.947162707357935396e-01,2.329104867222707709e-01,-2.457353632061281060e-02,2.942886611361568150e-01,-6.467446202216065032e-03,1.042932886837140069e-02,4.276095996367246244e-04
1.284928131103515625e+01,2.263526323553214370e-01,-1.381023974001569475e-02,2.947162707357935396e-01,2.329104867222707709e-01,-2.457353632061281060e-02,2.942886611361568150e-01,-6.557854366949333880e-03,1.076329658059711585e-02,4.276095996367246244e-04
1.286974382400512695e+01,2.262629392360898661e-01,-1.346792162124029954e-02,2.947162707357935396e-01,2.329104867222707709e-01,-2.457353632061281060e-02,2.942886611361568150e-01,-6.647547486180904741e-03,1.110561469937251106e-02,4.276095996367246244e-04
1.288928627967834473e+01,2.261789004817846283e-01,-1.313647646301711013e-02,2.947162707357935396e-01,2.324713314014549004e-01,-2.428174947055450686e-02,2.943043042895810979e-01,-6.292430919670272127e-03,1.114527300753739673e-02,4.119664462124417170e-04
1.290909314155578613e+01,2.260954900272685586e-01,-1.279644484207606570e-02,2.947162707357935396e-01,2.316137659648052349e-01,-2.371195945408833411e-02,2.943348516314007179e-01,-5.518275937536676334e-03,1.091551461201226841e-02,3.814191043928216729e-04
1.292912387847900391e+01,2.260140307757878830e-01,-1.245285160507148860e-02,2.947162707357935396e-01,2.316137659648052349e-01,-2.371195945408833411e-02,2.943348516314007179e-01,-5.599735189017351900e-03,1.125910784901684551e-02,3.814191043928216729e-04
1.294918155670166016e+01,2.259354947886872689e-01,-1.210989159978789233e-02,2.947162707357935396e-01,2.316137659648052349e-01,-2.371195945408833411e-02,2.943348516314007179e-01,-5.678271176117966057e-03,1.160206785430044178e-02,3.814191043928216729e-04
1.296911740303039551e+01,2.258590748134585158e-01,-1.176417247574430315e-02,2.947162707357935396e-01,2.316137659648052349e-01,-2.371195945408833411e-02,2.943348516314007179e-01,-5.754691151346719158e-03,1.194778697834403096e-02,3.814191043928216729e-04
1.298907828330993652e+01,2.257849386184729579e-01,-1.141643933375519060e-02,2.947162707357935396e-01,2.314110419130152585e-01,-2.340164429699624626e-02,2.943353358730917413e-01,-5.626103294542300626e-03,1.198520496324105566e-02,3.809348627017983269e-04
1.300905990600585938e+01,2.257131338352019179e-01,-1.106695020305421655e-02,2.947162707357935396e-01,2.309917900059655638e-01,-2.275988412967248908e-02,2.943363373292615659e-01,-5.278656170763645905e-03,1.169293392661827254e-02,3.799334065319737164e-04
1.303024291992187500e+01,2.256405713391021473e-01,-1.069981613874330939e-02,2.947162707357935396e-01,2.309917900059655638e-01,-2.275988412967248908e-02,2.943363373292615659e-01,-5.351218666863416518e-03,1.206006799092917969e-02,3.799334065319737164e-04
1.304909896850585938e+01,2.255763291974789420e-01,-1.036187059157230896e-02,2.947162707357935396e-01,2.309917900059655638e-01,-2.275988412967248908e-02,2.943363373292615659e-01,-5.415460808486621813e-03,1.239801353810018013e-02,3.799334065319737164e-04
1.306905555725097656e+01,2.255116135715701797e-01,-1.000787128914030003e-02,2.947162707357935396e-01,2.309917900059655638e-01,-2.275988412967248908e-02,2.943363373292615659e-01,-5.480176434395384044e-03,1.275201284053218906e-02,3.799334065319737164e-04
1.308916378021240234e+01,2.254487952200052159e-01,-9.649807163436038837e-03,2.947162707357935396e-01,2.306647153110640280e-01,-2.240171237997057654e-02,2.943342284812917597e-01,-5.215920091058812158e-03,1.275190521653453771e-02,3.820422545017798654e-04
1.310915017127990723e+01,2.253889262510908320e-01,-9.293783973976023002e-03,2.947162707357935396e-01,2.300230552280447260e-01,-2.169904562454312569e-02,2.943300913114510475e-01,-4.634128976953894030e-03,1.240526165056710269e-02,3.861794243424920836e-04
1.312917017936706543e+01,2.253309566294852684e-01,-8.933660460187033830e-03,2.947162707357935396e-01,2.300230552280447260e-01,-2.169904562454312569e-02,2.943300913114510475e-01,-4.692098598559457656e-03,1.276538516435609186e-02,3.861794243424920836e-04
1.314913249015808105e+01,2.252754801601349055e-01,-8.573053307936714940e-03,2.947162707357935396e-01,2.300230552280447260e-01,-2.169904562454312569e-02,2.943300913114510475e-01,-4.747575067909820534e-03,1.312599231660641075e-02,3.861794243424920836e-04
1.316915011405944824e+01,2.252223197851077052e-01,-8.210905615677591488e-03,2.947162707357935396e-01,2.300230552280447260e-01,-2.169904562454312569e-02,2.943300913114510475e-01,-4.800735442937020814e-03,1.348814000886553420e-02,3.861794243424920836e-04
